case_id,swsd_segment_id,baseline_status,step2_reject_reason,failed_pair_nodes,failed_junc_nodes,group_audit_statuses,root_cause,current_relation_status,current_relation_reason,new_business_action,baseline_rcsd_road_count,resolved_rcsd_road_count,current_owner_types,current_owner_keys,connectivity_group_ids,segment_metric_effect,rcsd_road_metric_effect,closeout_status
1885118,1898118_47115424,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,59,59,"[""single_segment""]","[""1891581_1891585"", ""1891585_12823661"", ""1891585_12823661_1"", ""1891589_12823661"", ""1891589_1891758"", ""1891589_47115424"", ""1898118_1914970"", ""1898118_47115424"", ""1898118_604671308"", ""1914970_501302216""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,1898187_1918281,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,25,25,"[""multi_segment_connectivity"", ""single_segment""]","[""1885143_1918281"", ""1885143_603116901"", ""1885153_1898187"", ""1885155_14541082"", ""1885155_1898187"", ""510117544_14541082"", ""603116901_510117544"", ""connectivity_26492219f4c9f947""]","[""connectivity_26492219f4c9f947""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,1898207_510627774,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,17,17,"[""single_segment""]","[""1885118_1885134"", ""1885137_504669734"", ""1894718_1898205"", ""1898200_1898207"", ""1898207_510627774""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,1901563_522215513,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],candidate_group_closure_ready,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,20,20,"[""single_segment""]","[""1891592_14541163"", ""1891592_522215513"", ""1901563_12823648"", ""1901563_14541163"", ""1901563_522215513"", ""522215513_610223269""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,1911588_1911590,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,22,22,"[""single_segment""]","[""1891565_620057299"", ""1911589_1911590"", ""505668661_609119939"", ""advance_right_fafbef49d19a3517""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,1914971_1914972,replaced_outside_step2,required_semantic_nodes_not_connected_in_buffer,[],[],blocked_group_closure_incomplete,required_topology_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,30,30,"[""multi_segment_connectivity"", ""single_segment""]","[""14313555_1891582"", ""14541651_1891760"", ""1881804_47115412"", ""1891582_26962505"", ""1891760_1898058"", ""1898058_601666377"", ""1914971_14541651"", ""1914972_1881804"", ""26962505_1914972"", ""47115412_1914971"", ""520119651_14313555"", ""advance_right_e061b49a7ef09c42"", ""connectivity_d330159e11dda10d"", ""connectivity_edd28a157bf0d095""]","[""connectivity_d330159e11dda10d"", ""connectivity_edd28a157bf0d095""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,1918276_74295023,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,46,46,"[""single_segment""]","[""12588953_520613844"", ""1878500_620372538"", ""1918276_74295023"", ""501614752_508603744""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,30956292_520267685,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,32,32,"[""multi_segment_connectivity"", ""single_segment""]","[""1885229_51810865"", ""1888182_51810865"", ""1888204_600670413"", ""1888205_25109438"", ""1888206_509668800"", ""1901627_500670217"", ""1901627_507116184"", ""500670217_600670413"", ""507116184_620668832"", ""509668800_620668832"", ""connectivity_3000866fccb7b3b9""]","[""connectivity_3000866fccb7b3b9""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,36946863_30955950,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,49,49,"[""multi_segment_connectivity"", ""single_segment""]","[""1881833_1891598"", ""1881833_1895113"", ""1885134_1891598"", ""51811143_506668044"", ""connectivity_8999667b33b2f260""]","[""connectivity_8999667b33b2f260""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,47115450_622630806,replaced_outside_step2,missing_junc_relation,[],['613345278'],not_group_required_no_external_anchor,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,2,2,"[""multi_segment_connectivity""]","[""connectivity_3641948d0ce7047c""]","[""connectivity_3641948d0ce7047c""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,500658287_603658203,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],candidate_group_closure_ready,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,5,5,"[""multi_segment_connectivity"", ""single_segment""]","[""1520797_1540825"", ""500658287_605658519"", ""connectivity_20abf1c596460086""]","[""connectivity_20abf1c596460086""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,51811165_507119586,replaced_outside_step2,required_semantic_nodes_not_connected_in_buffer,[],[],candidate_group_closure_ready,required_topology_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,17,17,"[""single_segment""]","[""1914954_507119586"", ""1914954_510985044"", ""1914954_74295017"", ""51811165_74295015"", ""51811170_507119585""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,520568379_522401125,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,29,29,"[""multi_segment_connectivity"", ""single_segment""]","[""47140915_609569507"", ""500961596_513720574"", ""500961596_606603185"", ""501602977_606603185"", ""513243506_613766606"", ""613766606_623242993"", ""advance_right_adc2699ad2fec98a"", ""connectivity_b925b4729371ada1""]","[""connectivity_b925b4729371ada1""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,523905118_600944373,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,30,30,"[""single_segment""]","[""12203306_520227888"", ""26162508_47115534"", ""26162508_51811085"", ""26931286_47115534"", ""523905118_523905119"", ""523905118_600944373"", ""advance_right_edac4dfa4ca104a3""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,601668283_620519372,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,14,14,"[""multi_segment_connectivity"", ""single_segment""]","[""1891601_507372447"", ""25109387_507372447"", ""advance_right_2fbe1eb55ad96aaa"", ""connectivity_2d3fc9806628a972""]","[""connectivity_2d3fc9806628a972""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
1885118,601668470_603669961,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,19,19,"[""single_segment""]","[""1891581_14541651"", ""1891581_1891585"", ""1914970_501302216""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,74192454_604670887,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,12,12,"[""single_segment""]","[""12823646_604120135"", ""1891565_1898058"", ""1891570_604120135""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
1885118,74295229_604670887,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,12,12,"[""single_segment""]","[""12823646_604120135"", ""1891565_1898058"", ""1891570_604120135""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
605415675,1613996_88830700,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,28,28,"[""single_segment""]","[""1613996_88830700"", ""1636161_1652641"", ""1652641_26219829"", ""26219829_88830707"", ""88830700_88830707"", ""advance_right_a36cb09aa9bab069"", ""advance_right_c503919340b8047e""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
605415675,1614025_12820345,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,150,150,"[""multi_segment_connectivity"", ""single_segment""]","[""10965596_610641647"", ""12820153_42436908"", ""12820153_88830473"", ""12820343_12820345"", ""12820345_88830473"", ""14431511_54631654"", ""1614025_12820345"", ""1614025_1636190"", ""1614025_609424764"", ""1620147_508668945"", ""1620153_622612198"", ""1636124_1636130"", ""1636124_1661972"", ""1636125_14431511"", ""1636125_1661972"", ""1636130_1649304"", ""1636142_505673127"", ""1646062_1620147"", ""1646062_623475142"", ""1649304_12820153"", ""1652502_1636239"", ""1652597_523768861"", ""1652602_613980819"", ""1652602_613980819_1"", ""1652611_513474551"", ""1652611_513474551_1"", ""1655842_520584327"", ""507059559_47408889"", ""513474551_612312328"", ""513982980_1652602"", ""513982980_513982975"", ""520584327_522266629"", ""523768861_609630052"", ""54631654_522266629"", ""609630052_605415675"", ""610641647_1652602"", ""613980819_513982980"", ""622639285_612066191"", ""advance_right_162cce9d91d113a1"", ""advance_right_67acbe49b14bff39"", ""advance_right_76c1baee85f51ab2"", ""connectivity_2051fd21f39810c8"", ""connectivity_4b407e556c032b34"", ""connectivity_52a9c42a45a8a02c"", ""connectivity_5774f72077083eea"", ""connectivity_825db02b8efd71ef"", ""connectivity_974b94329ba0ae5b""]","[""connectivity_2051fd21f39810c8"", ""connectivity_4b407e556c032b34"", ""connectivity_52a9c42a45a8a02c"", ""connectivity_5774f72077083eea"", ""connectivity_825db02b8efd71ef"", ""connectivity_974b94329ba0ae5b""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
605415675,1636105_1642705,replaced_outside_step2,invalid_junc_relation_status,[],['25166590'],not_group_required_no_external_anchor,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,7,7,"[""single_segment""]","[""1636074_1636105"", ""1636105_1642705"", ""1636105_506920465"", ""1642705_74197248""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
605415675,1636198_524055988,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,38,38,"[""multi_segment_connectivity"", ""single_segment""]","[""1636105_506920465"", ""1636198_524055988"", ""1652602_613980819"", ""1652602_613980819_1"", ""513982975_600692468"", ""513982980_1652602"", ""513982980_513982975"", ""524055988_622639285"", ""607701508_613980819"", ""613980819_513982980"", ""advance_right_162cce9d91d113a1"", ""advance_right_76c1baee85f51ab2"", ""advance_right_896bd2f5d2240fbe"", ""connectivity_8f171e3bd0a889d5""]","[""connectivity_8f171e3bd0a889d5""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
605415675,1655801_88830668,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,35,35,"[""multi_segment_connectivity"", ""single_segment""]","[""12820343_12820345"", ""12820343_88830668"", ""1636145_1652641"", ""1652641_12820345"", ""advance_right_90f99e5417463e7a"", ""advance_right_a36cb09aa9bab069"", ""advance_right_f82d39c304810bb6"", ""connectivity_1b457e4a184d4d06"", ""connectivity_59112499fc5783ad"", ""connectivity_73f925204d39345d""]","[""connectivity_1b457e4a184d4d06"", ""connectivity_59112499fc5783ad"", ""connectivity_73f925204d39345d""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
605415675,88830401_610667057,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,17,17,"[""single_segment""]","[""1636143_12820341"", ""1636143_1652651""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,14314409_39464067,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,24,24,"[""single_segment""]","[""14314409_39464067"", ""14314409_61831425"", ""28714260_14314409"", ""28714260_508059387"", ""39464067_508059387"", ""61831231_28714260""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,27678847_56002382,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,31,31,"[""multi_segment_connectivity"", ""single_segment""]","[""501147607_56002382"", ""502572487_620571692"", ""513286607_56002369"", ""56002369_956527"", ""56002382_620571692"", ""620571692_513286607"", ""956527_501147607"", ""advance_right_055c8f2896a222c0"", ""connectivity_7d4c52bb77101fb7""]","[""connectivity_7d4c52bb77101fb7""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,31770304_31770316,replaced_outside_step2,required_semantic_nodes_not_connected_in_buffer,[],[],blocked_group_closure_incomplete,required_topology_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,71,71,"[""single_segment""]","[""31770303_31770319"", ""31770316_31770319"", ""51781655_51781656"", ""956031_956057"", ""956057_27679136"", ""956057_27679138"", ""981152_31770303"", ""987554_56002369"", ""advance_right_3473a29c6986593e""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,505094741_609145481,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,17,17,"[""single_segment""]","[""37261597_51781693"", ""505094741_609145481"", ""603094920_609145481""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,505669444_520444407,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,11,11,"[""single_segment""]","[""501669407_600991097"", ""505669444_501669407"", ""600991097_620990913"", ""620990913_600991097""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,51781730_53679011,replaced_outside_step2,missing_junc_relation,[],['601576562'],not_group_required_no_external_anchor,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,12,12,"[""single_segment""]","[""51781726_51781730"", ""51781730_53679011"", ""53679001_53679011""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,949652_39464056,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],candidate_group_closure_ready,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,10,10,"[""multi_segment_connectivity"", ""single_segment""]","[""949429_39464056"", ""949430_955981"", ""984466_997136"", ""997136_39464056"", ""connectivity_26d82fecd2989852""]","[""connectivity_26d82fecd2989852""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,952554_26474252,replaced_outside_step2,missing_junc_relation,[],['55196676'],not_group_required_no_external_anchor,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,21,21,"[""single_segment""]","[""26474252_949230"", ""949430_26474252"", ""949645_15218041"", ""952554_26474252"", ""952554_55196653"", ""952554_606233526"", ""997243_74419659""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,952704_602668492,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,11,11,"[""single_segment""]","[""51781717_952704"", ""53679001_53679011"", ""952704_51781717"", ""952704_53679001""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,955981_955986,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,50,50,"[""multi_segment_connectivity"", ""single_segment""]","[""505265640_506987230"", ""955974_955981"", ""955976_513242335"", ""955977_612268406"", ""955978_600988248"", ""955981_955986"", ""955981_984730"", ""955986_506987230"", ""984730_505265640"", ""advance_right_5c3e518853448256"", ""advance_right_7a7980f97aed75b4"", ""advance_right_d4fd64987e6320eb"", ""connectivity_29babe8de0e57c14"", ""connectivity_7e0a1c876479cc3b""]","[""connectivity_29babe8de0e57c14"", ""connectivity_7e0a1c876479cc3b""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,956042_27679087,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,50,50,"[""single_segment""]","[""27679042_27679072"", ""27679087_27679138"", ""956042_27679087"", ""956042_956059"", ""956049_27679138"", ""956059_27679072"", ""956059_39464036"", ""987554_56002369""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,984446_606597874,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,56,56,"[""single_segment""]","[""31770280_606597874"", ""523445713_606659303"", ""984446_520983709"", ""984458_984464"", ""984464_984446"", ""984464_996971"", ""984470_623449020"", ""984470_984464"", ""984472_520983709"", ""984472_623449020""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,984446_984462,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,19,19,"[""multi_segment_connectivity"", ""single_segment""]","[""949795_606215185"", ""949795_984472"", ""949795_997157"", ""984446_520983709"", ""984462_987554"", ""984472_520983709"", ""984477_987554"", ""connectivity_a449706d8bca7483""]","[""connectivity_a449706d8bca7483""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,984451_609669098,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,21,21,"[""multi_segment_connectivity"", ""single_segment""]","[""984451_984454"", ""984454_984456"", ""984456_984458"", ""984458_984464"", ""984462_987554"", ""984464_984446"", ""987554_984451"", ""connectivity_3c3f6f31e22c5847"", ""connectivity_a449706d8bca7483""]","[""connectivity_3c3f6f31e22c5847"", ""connectivity_a449706d8bca7483""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
